,sentence,classification
339,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 787341104 847957139 2592785365 3217380708 3796841743 3218693969 994485099,1.0
340,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743,1.0
341,2246728737 3537119515 2245273601 486030630 2245384272 2258843522 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 848128881 4178682433 2246728737 3818546315 2246728737 3818546315,1.0
342,2246728737 3542456614 2245384272 2064788354 2246699815 1909986973 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2258843522 2245273601 486030630 2246728737 3537119515 848128881 4178682433 2246728737 3818546315 2246728737 3818546315 3217380708 3796841743 3218693969 994485099,1.0
343,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 994485099 3217380708 3796841743 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1.0
344,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2994748777 3218693969 994485099 3217380708 3796841743 2246699815 1822332700 2246728737 3545365497 864942730 1510328189,1.0
345,2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 1016841875 3452535345 2245384272 2257970297 2245384272 1510461303 2245384272 787069595 847961216 717723595 2246728737 3824063894,1.0
346,2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 1016841875 3452535345 2245384272 2257970297 2245384272 1510461303 2245384272 787341104 847957139 2592785365,1.0
347,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 3796841743,1.0
348,2246728737 3542456614 2245384272 618671879 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2258843522 2245273601 3103812183 2246728737 3537119515 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 3796841743 3218693969 994485099,1.0
349,2246728737 3975275337 864674487 2076190208 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 3796841743 3218693969 994485099,1.0
350,2246728737 3975275337 864674487 2076190208 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2258843522 2245273601 3103812183 2246728737 3537119515 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 3796841743 3218693969 994485099,1.0
351,2246728737 3824063894 847961216 717723595 2245384272 787069595 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743,1.0
352,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 1390916045 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2246699815 3554022385 2245384272 592655526 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 864942730 1510328189,1.0
353,3218693969 994485099 3217380708 3933537673 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 1390916045 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2246699815 3554022385 2245384272 1167322652 2245384272 603510687 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 1510328189,1.0
354,3218693969 98513984 3218693969 951226070 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2258843522 2245273601 486030630 2246728737 3537119515 848128881 4178682433 2246728737 3818546315 2246728737 3818546315 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 951226070 2246699815 1822332700 864942730 1510328189 2246728737 3545365497,1.0
355,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 3103812183 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
356,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 493201859 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 848128881 4178682433 2246728737 3818546315 2246728737 3818546315,1.0
357,3218693969 994485099 3217380708 1999904870 2245900962 551287920 847433064 2551483158 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 3103812183 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
358,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 603510687 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614,1.0
359,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 486030630 848128881 3296335394 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 2246728737 3537119515,1.0
360,2245273601 3103812183 2245384272 2258843522 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 3162837314 3218693969 994485099 864674487 2076190208 2246728737 3975275337 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
361,3218693969 994485099 3217380708 1078276907 1026928756 808416955 2246728737 2592252298 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 3103812183 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
362,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 2258843522 2245273601 486030630 2246728737 3537119515 848128881 4178682433 2246728737 3818546315 2246728737 3818546315,1.0
363,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2258843522 2245273601 3103812183 2246728737 3537119515 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1.0
364,2246728737 1861965050 2976816164 2310852016 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 1012780892 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 773457308 2246728737 1861965050,0.0
365,2246728737 1861965050 2976816164 778974661 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 1012780892 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 2086410360 2246699815 2239803886 864942730 1510328189 2245384272 4018142848 864662311 1535166686,0.0
366,2246728737 1861965050 2976816164 1012780892 2968968094 2119439498 2968968094 1276993226 3217380708 3833608434 864942730 10565946 3218693969 994494548 3217380708 3327625720 2968968094 1276993226 2968968094 2117068077 2976033787 1421345390 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 2976816164 773457308 2246728737 1861965050 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393,0.0
367,2246728737 1861965050 2976816164 778974661 2968968094 2119439498 2968968094 2117068077 2976033787 1421345390 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 4250585145 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2117068077 2976033787 1721149895 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 1226975992 864662311 266675433,0.0
